,GRADE
8587,B
8588,C
8589,B
8590,B
8591,C
8592,A
8593,A
8594,A
8595,B
8596,B
8597,A
8598,B
8599,A
8600,A
8601,A
8602,A
8603,A
8604,C
8605,A
8606,B
8607,A
8608,C
8609,C
8610,A
8611,A
8612,C
8613,A
8614,A
8615,A
8616,C
8617,C
8618,A
8619,A
8620,B
8621,A
8622,A
8623,A
8624,B
8625,A
8626,B
8627,B
8628,A
8629,A
8630,C
8631,C
8632,C
8633,C
8634,A
8635,A
8636,A
8637,A
8638,A
8639,B
8640,A
8641,A
8642,C
8643,B
8644,B
8645,C
8646,A
8647,B
8648,A
8649,A
8650,A
8651,C
8652,A
8653,A
8654,A
8655,A
8656,A
8657,A
8658,A
8659,C
8660,A
8661,A
8662,A
8663,B
8664,C
8665,A
8666,A
8667,B
8668,B
8669,C
8670,A
8671,A
8672,A
8673,C
8674,B
8675,B
8676,C
8677,A
8678,A
8679,B
8680,B
8681,A
8682,C
8683,B
8684,C
8685,A
8686,A
8687,B
8688,B
8689,A
8690,A
8691,A
8692,C
8693,A
8694,A
8695,A
8696,A
8697,C
8698,A
8699,A
8700,A
8701,A
8702,B
8703,C
8704,B
8705,C
8706,A
8707,A
8708,A
8709,B
8710,A
8711,A
8712,A
8713,C
8714,A
8715,A
8716,B
8717,A
8718,A
8719,B
8720,A
8721,B
8722,B
8723,A
8724,C
8725,A
8726,A
8727,A
8728,A
8729,B
8730,A
8731,A
8732,A
8733,A
8734,B
8735,A
8736,C
8737,B
8738,B
8739,C
8740,A
8741,A
8742,A
8743,B
8744,A
8745,A
8746,A
8747,A
8748,A
8749,B
8750,A
8751,A
8752,B
8753,C
8754,B
8755,A
8756,A
8757,C
8758,C
8759,A
8760,C
8761,A
8762,B
8763,B
8764,A
8765,A
8766,B
8767,B
8768,C
8769,A
8770,A
8771,A
8772,C
8773,C
8774,B
8775,B
8776,A
8777,A
8778,A
8779,A
8780,A
8781,A
8782,A
8783,A
8784,A
8785,A
8786,A
8787,A
8788,C
8789,A
8790,A
8791,A
8792,C
8793,A
8794,A
8795,B
8796,B
8797,A
8798,A
8799,A
8800,C
8801,B
8802,A
8803,A
8804,C
8805,A
8806,A
8807,C
8808,C
8809,A
8810,A
8811,A
8812,A
8813,A
8814,A
8815,A
8816,B
8817,A
8818,C
8819,B
8820,A
8821,A
8822,B
8823,A
8824,B
8825,A
8826,A
8827,C
8828,C
8829,A
8830,A
8831,A
8832,A
8833,C
8834,C
8835,C
8836,A
8837,A
8838,A
8839,B
8840,A
8841,A
8842,A
8843,A
8844,B
8845,A
8846,A
8847,A
8848,A
8849,A
8850,A
8851,B
8852,A
8853,A
8854,A
8855,B
8856,B
8857,C
8858,B
8859,A
8860,A
8861,A
8862,B
8863,A
8864,B
8865,A
8866,C
8867,A
8868,A
8869,A
8870,B
8871,C
8872,A
8873,B
8874,B
8875,B
8876,A
8877,B
8878,A
8879,B
8880,A
8881,A
8882,A
8883,A
8884,A
8885,B
8886,A
8887,B
8888,B
8889,B
8890,A
8891,A
8892,A
8893,A
8894,A
8895,A
8896,B
8897,A
8898,B
8899,A
8900,A
8901,C
8902,B
8903,A
8904,A
8905,A
8906,B
8907,A
8908,A
8909,B
8910,B
8911,A
8912,A
8913,A
8914,C
8915,A
8916,B
8917,A
8918,A
8919,A
8920,A
8921,C
8922,B
8923,B
8924,A
8925,A
8926,A
8927,A
8928,B
8929,B
8930,A
8931,B
8932,A
8933,A
8934,A
8935,A
8936,A
8937,A
8938,B
8939,B
8940,A
8941,C
8942,A
8943,A
8944,A
8945,C
8946,A
8947,A
8948,A
8949,A
8950,B
8951,A
8952,A
8953,A
8954,C
8955,A
8956,B
8957,B
8958,C
8959,B
8960,A
8961,C
8962,A
8963,A
8964,A
8965,B
8966,A
8967,B
8968,A
8969,B
8970,A
8971,A
8972,B
8973,A
8974,B
8975,A
8976,A
8977,A
8978,A
8979,A
8980,A
8981,B
8982,A
8983,A
8984,A
8985,C
8986,A
8987,A
8988,C
8989,B
8990,A
8991,A
8992,C
8993,C
8994,B
8995,A
8996,A
8997,C
8998,A
8999,A
9000,B
9001,B
9002,A
9003,C
9004,A
9005,A
9006,B
9007,A
9008,C
9009,A
9010,B
9011,B
9012,B
9013,A
9014,A
9015,C
9016,A
9017,A
9018,A
9019,C
9020,A
9021,C
9022,A
9023,A
9024,A
9025,A
9026,A
9027,C
9028,A
9029,C
9030,A
9031,B
9032,A
9033,B
9034,A
9035,A
9036,A
9037,A
9038,A
9039,A
9040,B
9041,A
9042,A
9043,A
9044,C
9045,A
9046,B
9047,A
9048,B
9049,A
9050,A
9051,A
9052,A
9053,A
9054,A
9055,A
9056,B
9057,C
9058,A
9059,A
9060,A
9061,A
9062,C
9063,A
9064,A
9065,B
9066,A
9067,A
9068,A
9069,B
9070,C
9071,C
9072,A
9073,B
9074,A
9075,A
9076,A
9077,A
9078,A
9079,A
9080,A
9081,A
9082,A
9083,A
9084,A
9085,A
9086,A
9087,A
9088,A
9089,A
9090,B
9091,A
9092,B
9093,B
9094,C
9095,A
9096,A
9097,A
9098,C
9099,C
9100,B
9101,B
9102,A
9103,A
9104,A
9105,A
9106,A
9107,A
9108,C
9109,C
9110,B
9111,B
9112,B
9113,B
9114,C
9115,C
9116,A
9117,A
9118,B
9119,A
9120,A
9121,A
9122,C
9123,C
9124,B
9125,B
9126,C
9127,A
9128,A
9129,A
9130,A
9131,A
9132,A
9133,A
9134,B
9135,B
9136,B
9137,B
9138,C
9139,A
9140,B
9141,A
9142,A
9143,B
9144,A
9145,A
9146,A
9147,A
9148,A
9149,A
9150,A
9151,A
9152,B
9153,C
9154,A
9155,A
9156,A
9157,A
9158,B
9159,A
9160,A
9161,A
9162,A
9163,A
9164,C
9165,A
9166,C
9167,A
9168,A
9169,B
9170,C
9171,C
9172,A
9173,B
9174,A
9175,C
9176,A
9177,A
9178,C
9179,C
9180,A
9181,B
9182,A
9183,B
9184,A
9185,A
9186,C
9187,A
9188,B
9189,B
9190,B
9191,A
9192,A
9193,A
9194,C
9195,A
9196,A
9197,A
9198,C
9199,A
9200,B
9201,A
9202,A
9203,A
9204,A
9205,B
9206,A
9207,A
9208,A
9209,A
9210,A
9211,B
9212,A
9213,A
9214,A
9215,B
9216,C
9217,A
9218,A
9219,C
9220,C
9221,A
9222,A
9223,A
9224,C
9225,B
9226,A
9227,A
9228,C
9229,C
9230,A
9231,A
9232,B
9233,B
9234,A
9235,A
9236,A
9237,B
9238,A
9239,A
9240,C
9241,A
9242,C
9243,C
9244,B
9245,B
9246,A
9247,A
9248,A
9249,A
9250,A
9251,B
9252,A
9253,A
9254,A
9255,B
9256,B
9257,A
9258,A
9259,A
9260,A
9261,A
9262,B
9263,A
9264,A
9265,A
9266,A
9267,B
9268,A
9269,B
9270,A
9271,A
9272,B
9273,C
9274,C
9275,B
9276,A
9277,A
9278,A
9279,A
9280,A
9281,A
9282,C
9283,A
9284,C
9285,C
9286,B
9287,A
9288,C
9289,A
9290,C
9291,B
9292,A
9293,A
9294,A
9295,A
9296,A
9297,A
9298,C
9299,B
9300,A
9301,B
9302,A
9303,A
9304,A
9305,A
9306,A
9307,A
9308,A
9309,C
9310,C
9311,A
9312,A
9313,A
9314,A
9315,A
9316,A
9317,B
9318,A
9319,A
9320,C
9321,A
9322,B
9323,B
9324,A
9325,C
9326,A
9327,C
9328,A
9329,B
9330,C
9331,A
9332,A
9333,A
9334,B
9335,C
9336,A
9337,A
9338,B
9339,C
9340,C
9341,A
9342,A
9343,A
9344,A
9345,A
9346,B
9347,B
9348,A
9349,B
9350,A
9351,A
9352,A
9353,C
9354,B
9355,B
9356,A
9357,A
9358,B
9359,A
9360,A
9361,A
9362,A
9363,A
9364,A
9365,A
9366,B
9367,A
9368,A
9369,A
9370,B
9371,A
9372,A
9373,A
9374,A
9375,B
9376,B
9377,B
9378,A
9379,B
9380,A
9381,A
9382,B
9383,A
9384,A
9385,B
9386,A
9387,B
9388,A
9389,A
9390,A
9391,C
9392,B
9393,A
9394,C
9395,B
9396,A
9397,A
9398,C
9399,A
9400,A
9401,B
9402,A
9403,A
9404,A
9405,A
9406,A
9407,A
9408,A
9409,B
9410,A
9411,A
9412,A
9413,A
9414,A
9415,C
9416,B
9417,B
9418,A
9419,C
9420,A
9421,A
9422,B
9423,B
9424,A
9425,B
9426,A
9427,A
9428,A
9429,A
9430,B
9431,B
9432,A
9433,C
9434,C
9435,C
9436,A
9437,B
9438,A
9439,A
9440,B
9441,A
9442,A
9443,B
9444,A
9445,A
9446,A
9447,A
9448,C
9449,A
9450,C
9451,A
9452,A
9453,A
9454,A
9455,B
9456,A
9457,A
9458,A
9459,A
9460,B
9461,B
9462,A
9463,B
9464,A
9465,A
9466,C
9467,A
9468,A
9469,B
9470,C
9471,B
9472,C
9473,B
9474,B
9475,A
9476,C
9477,A
9478,B
9479,B
9480,C
9481,B
9482,B
9483,A
9484,C
9485,C
9486,A
9487,C
9488,B
9489,B
9490,A
9491,A
9492,C
9493,A
9494,A
9495,B
9496,C
9497,B
9498,A
9499,A
9500,A
9501,A
9502,A
9503,A
9504,A
9505,A
9506,A
9507,A
9508,A
9509,A
9510,B
9511,A
9512,B
9513,B
9514,A
9515,A
9516,A
9517,C
9518,A
9519,A
9520,B
9521,A
9522,A
9523,A
9524,A
9525,B
9526,B
9527,A
9528,A
9529,A
9530,C
9531,C
9532,C
9533,A
9534,A
9535,A
9536,B
9537,B
9538,C
9539,A
9540,B
9541,C
9542,B
9543,B
9544,A
9545,A
9546,A
9547,A
9548,A
9549,A
9550,B
9551,C
9552,A
9553,B
9554,A
9555,A
9556,B
9557,A
9558,B
9559,A
9560,A
9561,A
9562,C
9563,A
9564,A
9565,A
9566,A
9567,B
9568,C
9569,A
9570,C
9571,A
9572,A
9573,B
9574,A
9575,A
9576,A
9577,A
9578,A
9579,C
9580,A
9581,A
9582,A
9583,C
9584,A
9585,C
9586,A
9587,C
9588,A
9589,A
9590,A
9591,B
9592,A
9593,A
9594,A
9595,B
9596,A
9597,B
9598,A
9599,C
9600,B
9601,B
9602,B
9603,A
9604,A
9605,A
9606,A
9607,A
9608,A
9609,A
9610,A
9611,B
9612,A
9613,B
9614,A
9615,A
9616,A
9617,A
9618,A
9619,A
9620,A
9621,A
9622,A
9623,A
9624,C
9625,B
9626,B
9627,A
9628,C
9629,B
9630,A
9631,B
9632,B
9633,C
9634,A
9635,A
9636,A
9637,C
9638,C
9639,B
9640,A
9641,B
9642,C
9643,B
9644,A
9645,A
9646,B
9647,A
9648,B
9649,A
9650,A
9651,A
9652,B
9653,A
9654,C
9655,B
9656,A
9657,A
9658,A
9659,A
9660,A
9661,A
9662,B
9663,B
9664,C
9665,B
9666,A
9667,A
9668,A
9669,B
9670,B
9671,A
9672,A
9673,B
9674,A
9675,A
9676,A
9677,B
9678,C
9679,A
9680,A
9681,A
9682,A
9683,C
9684,A
9685,A
9686,C
9687,B
9688,B
9689,A
9690,C
9691,B
9692,A
9693,A
9694,B
9695,B
9696,B
9697,A
9698,C
9699,C
9700,A
9701,C
9702,A
9703,A
9704,B
9705,A
9706,A
9707,A
9708,B
9709,C
9710,B
9711,A
9712,A
9713,A
9714,A
9715,B
9716,A
9717,A
9718,C
9719,B
9720,B
9721,B
9722,A
9723,B
9724,B
9725,A
9726,A
9727,A
9728,B
9729,A
9730,A
9731,B
9732,A
9733,B
9734,A
9735,B
9736,B
9737,A
9738,A
9739,A
9740,A
9741,A
9742,C
9743,C
9744,C
9745,A
9746,A
9747,A
9748,A
9749,A
9750,A
9751,C
9752,A
9753,B
9754,B
9755,A
9756,A
9757,A
9758,B
9759,A
9760,A
9761,A
9762,C
9763,A
9764,A
9765,A
9766,B
9767,A
9768,A
9769,A
9770,C
9771,B
9772,C
9773,B
9774,C
9775,A
9776,A
9777,A
9778,A
9779,A
9780,C
9781,A
9782,A
9783,A
9784,A
9785,A
9786,C
9787,A
9788,C
9789,C
9790,C
9791,A
9792,A
9793,A
9794,A
9795,C
9796,A
9797,A
9798,B
9799,A
9800,A
9801,A
9802,C
9803,A
9804,C
9805,A
9806,C
9807,A
9808,B
9809,A
9810,C
9811,B
9812,A
9813,A
9814,C
9815,A
9816,A
9817,A
9818,A
9819,A
9820,B
9821,C
9822,B
9823,A
9824,B
9825,A
9826,A
9827,A
9828,B
9829,B
9830,C
9831,A
9832,B
9833,A
9834,B
9835,C
9836,A
9837,B
9838,B
9839,A
9840,C
9841,B
9842,A
9843,A
9844,A
9845,A
9846,A
9847,A
9848,A
9849,A
9850,A
9851,C
9852,B
9853,C
9854,A
9855,B
9856,B
9857,C
9858,A
9859,B
9860,A
9861,A
9862,C
9863,A
9864,A
9865,A
9866,C
9867,B
9868,A
9869,A
9870,A
9871,B
9872,A
9873,B
9874,A
9875,B
9876,A
9877,A
9878,A
9879,B
9880,A
9881,C
9882,A
9883,B
9884,A
9885,A
9886,B
9887,B
9888,C
9889,A
9890,B
9891,B
9892,A
9893,C
9894,A
9895,A
9896,A
9897,A
9898,A
9899,A
9900,A
9901,A
9902,A
9903,C
9904,A
9905,A
9906,A
9907,C
9908,A
9909,A
9910,B
9911,A
9912,A
9913,A
9914,A
9915,B
9916,A
9917,A
9918,B
9919,A
9920,A
9921,A
9922,A
9923,C
9924,A
9925,C
9926,A
9927,B
9928,C
9929,C
9930,B
9931,A
9932,A
9933,A
9934,C
9935,C
9936,B
9937,A
9938,B
9939,A
9940,B
9941,B
9942,A
9943,C
9944,A
9945,B
9946,A
9947,C
9948,B
9949,C
9950,A
9951,A
9952,A
9953,A
9954,C
9955,A
9956,B
9957,B
9958,A
9959,A
9960,A
9961,A
9962,A
9963,C
9964,C
9965,A
9966,B
9967,A
9968,A
9969,A
9970,A
9971,B
9972,C
9973,A
9974,A
9975,A
9976,A
9977,B
9978,C
9979,A
9980,B
9981,B
9982,A
9983,A
9984,C
9985,A
9986,C
9987,B
9988,B
9989,C
9990,A
9991,B
9992,A
9993,B
9994,B
9995,A
9996,A
9997,A
9998,A
9999,A
10000,C
10001,A
10002,B
10003,B
10004,A
10005,B
10006,A
10007,A
10008,A
10009,C
10010,A
10011,B
10012,A
10013,A
10014,A
10015,C
10016,A
10017,A
10018,A
10019,A
10020,C
10021,A
10022,A
10023,A
10024,B
10025,A
10026,A
10027,A
10028,A
10029,B
10030,B
10031,B
10032,A
10033,B
10034,B
10035,B
10036,B
10037,A
10038,B
10039,B
10040,A
10041,A
10042,C
10043,A
10044,A
10045,B
10046,A
10047,B
10048,B
10049,A
10050,B
10051,A
10052,C
10053,B
10054,A
10055,C
10056,A
10057,A
10058,A
10059,B
10060,C
10061,B
10062,B
10063,A
10064,C
10065,B
10066,A
10067,B
10068,A
10069,C
10070,C
10071,A
10072,A
10073,A
10074,A
10075,A
10076,A
10077,A
10078,A
10079,A
10080,B
10081,C
10082,A
10083,B
10084,C
10085,B
10086,A
10087,B
10088,A
10089,B
10090,A
10091,B
10092,A
10093,A
10094,A
10095,B
10096,B
10097,B
10098,A
10099,C
10100,A
10101,B
10102,B
10103,A
10104,A
10105,A
10106,A
10107,A
10108,A
10109,A
10110,B
10111,B
10112,A
10113,A
10114,A
10115,B
10116,B
10117,B
10118,B
10119,C
10120,C
10121,B
10122,B
10123,B
10124,B
10125,A
10126,A
10127,A
10128,C
10129,A
10130,C
10131,A
10132,A
10133,B
10134,C
10135,B
10136,B
10137,B
10138,A
10139,C
10140,A
10141,A
10142,C
10143,A
10144,A
10145,B
10146,A
10147,A
10148,C
10149,C
10150,A
10151,A
10152,A
10153,A
10154,A
10155,A
10156,B
10157,A
10158,A
10159,A
10160,A
10161,C
10162,A
10163,B
10164,A
10165,C
10166,A
10167,C
10168,B
10169,A
10170,A
10171,A
10172,B
10173,B
10174,A
10175,B
10176,B
10177,B
10178,A
10179,A
10180,A
10181,A
10182,A
10183,B
10184,C
10185,A
10186,A
10187,B
10188,A
10189,A
10190,A
10191,A
10192,B
10193,A
10194,B
10195,B
10196,A
10197,A
10198,A
10199,C
10200,A
10201,A
10202,C
10203,C
10204,B
10205,B
10206,A
10207,B
10208,C
10209,A
10210,A
10211,A
10212,B
10213,C
10214,C
10215,A
10216,A
10217,A
10218,A
10219,A
10220,C
10221,A
10222,A
10223,B
10224,A
10225,A
10226,B
10227,A
10228,A
10229,A
10230,A
10231,A
10232,A
10233,A
10234,A
10235,A
10236,A
10237,A
10238,C
10239,C
10240,B
10241,B
10242,A
10243,C
10244,B
10245,C
10246,C
10247,A
10248,B
10249,B
10250,A
10251,B
10252,B
10253,A
10254,B
10255,A
10256,C
10257,A
10258,C
10259,A
10260,B
10261,C
10262,A
10263,A
10264,C
10265,C
10266,C
10267,B
10268,A
10269,A
10270,B
10271,A
10272,A
10273,A
10274,A
10275,A
10276,C
10277,A
10278,A
10279,A
10280,A
10281,B
10282,A
10283,A
10284,C
10285,C
10286,C
10287,A
10288,B
10289,A
10290,A
10291,B
10292,B
10293,A
10294,B
10295,A
10296,C
10297,A
10298,A
10299,A
10300,A
10301,C
10302,A
10303,A
10304,A
10305,C
10306,A
10307,B
10308,A
10309,A
10310,B
10311,B
10312,B
10313,A
10314,A
10315,B
10316,C
10317,A
10318,A
10319,A
10320,A
10321,B
10322,A
10323,A
10324,C
10325,A
10326,A
10327,B
10328,C
10329,B
10330,B
10331,C
10332,A
10333,A
10334,A
10335,A
10336,B
10337,A
10338,B
10339,B
10340,A
10341,A
10342,B
10343,A
10344,A
10345,A
10346,B
10347,B
10348,A
10349,A
10350,A
10351,A
10352,B
10353,A
10354,A
10355,A
10356,B
10357,A
10358,A
10359,C
10360,B
10361,A
10362,B
10363,B
10364,C
10365,A
10366,B
10367,C
10368,A
10369,C
10370,A
10371,A
10372,B
10373,C
10374,C
10375,A
10376,A
10377,A
10378,C
10379,A
10380,A
10381,A
10382,B
10383,A
10384,A
10385,A
10386,A
10387,A
10388,A
10389,B
10390,A
10391,A
10392,A
10393,A
10394,C
10395,A
10396,A
10397,B
10398,B
10399,B
10400,C
10401,B
10402,A
10403,A
10404,A
10405,A
10406,A
10407,A
10408,C
10409,A
10410,B
10411,C
10412,C
10413,A
10414,A
10415,A
10416,C
10417,A
10418,C
10419,B
10420,A
10421,B
10422,A
10423,A
10424,A
10425,C
10426,B
10427,A
10428,A
10429,A
10430,A
10431,A
10432,A
10433,A
10434,C
10435,A
10436,C
10437,A
10438,A
10439,B
10440,A
10441,B
10442,A
10443,A
10444,A
10445,C
10446,A
10447,C
10448,B
10449,A
10450,B
10451,A
10452,C
10453,A
10454,A
10455,A
10456,A
10457,A
10458,A
10459,C
10460,A
10461,A
10462,A
10463,A
10464,A
10465,B
10466,B
10467,A
10468,C
10469,B
10470,B
10471,B
10472,A
10473,A
10474,A
10475,A
10476,C
10477,A
10478,A
10479,A
10480,A
10481,C
10482,A
10483,C
10484,A
10485,A
10486,A
10487,A
10488,B
10489,A
10490,A
10491,B
10492,A
10493,C
10494,A
10495,A
10496,A
10497,B
10498,A
10499,B
10500,A
10501,B
10502,C
10503,A
10504,B
10505,A
10506,A
10507,A
10508,A
10509,B
10510,C
10511,A
10512,B
10513,A
10514,B
10515,C
10516,A
10517,B
10518,A
10519,A
10520,A
10521,A
10522,C
10523,B
10524,A
10525,B
10526,A
10527,A
10528,A
10529,B
10530,A
10531,C
10532,A
10533,A
10534,C
10535,C
10536,A
10537,A
10538,A
10539,A
10540,B
10541,A
10542,A
10543,A
10544,A
10545,C
10546,A
10547,A
10548,A
10549,A
10550,A
10551,A
10552,A
10553,C
10554,A
10555,C
10556,C
10557,A
10558,C
10559,A
10560,A
10561,A
10562,A
10563,A
10564,A
10565,A
10566,A
10567,B
10568,A
10569,A
10570,B
10571,C
10572,A
10573,C
10574,B
10575,A
10576,C
10577,B
10578,B
10579,A
10580,B
10581,C
10582,A
10583,A
10584,B
10585,C
10586,A
10587,B
10588,A
10589,B
10590,A
10591,C
10592,A
10593,B
10594,C
10595,C
10596,C
10597,B
10598,A
10599,B
10600,A
10601,A
10602,C
10603,C
10604,C
10605,C
10606,C
10607,A
10608,C
10609,B
10610,A
10611,A
10612,C
10613,A
10614,C
10615,B
10616,A
10617,B
10618,A
10619,B
10620,A
10621,A
10622,B
10623,A
10624,C
10625,A
10626,A
10627,A
10628,A
10629,B
10630,A
10631,B
10632,C
10633,B
10634,A
10635,A
10636,A
10637,B
10638,A
10639,A
10640,A
10641,A
10642,C
10643,B
10644,B
10645,A
10646,A
10647,C
10648,A
10649,C
10650,A
10651,A
10652,C
10653,A
10654,A
10655,B
10656,C
10657,B
10658,B
10659,A
10660,A
10661,A
10662,B
10663,B
10664,A
10665,A
10666,B
10667,A
10668,A
10669,A
10670,B
10671,B
10672,C
10673,C
10674,A
10675,B
10676,C
10677,A
10678,A
10679,B
10680,B
10681,B
10682,B
10683,A
10684,C
10685,A
10686,A
10687,A
10688,B
10689,C
10690,B
10691,C
10692,A
10693,A
10694,B
10695,A
10696,B
10697,A
10698,A
10699,A
10700,A
10701,A
10702,C
10703,C
10704,C
10705,A
10706,C
10707,A
10708,A
10709,A
10710,C
10711,A
10712,A
10713,A
10714,A
10715,A
10716,A
10717,A
10718,A
10719,B
10720,A
10721,A
10722,A
10723,C
10724,B
10725,A
10726,A
10727,A
10728,B
10729,A
10730,C
10731,A
10732,A
10733,C
10734,A
10735,A
10736,C
10737,B
10738,B
10739,A
10740,B
10741,C
10742,A
10743,A
10744,A
10745,B
10746,B
10747,B
10748,B
10749,A
10750,A
10751,A
10752,B
10753,A
10754,A
10755,A
10756,A
10757,B
10758,A
10759,B
10760,A
10761,B
10762,A
10763,B
10764,A
10765,A
10766,A
10767,A
10768,C
10769,A
10770,A
10771,B
10772,B
10773,C
10774,A
10775,B
10776,A
10777,B
10778,B
10779,A
10780,A
10781,C
10782,A
10783,A
10784,A
10785,C
10786,B
10787,B
10788,B
10789,A
10790,C
10791,A
10792,A
10793,B
10794,A
10795,A
10796,C
10797,A
10798,A
10799,A
10800,C
10801,A
10802,C
10803,A
10804,A
10805,A
10806,B
10807,B
10808,C
10809,A
10810,B
10811,C
10812,A
10813,A
10814,B
10815,B
10816,B
10817,A
10818,C
10819,A
10820,A
10821,A
10822,A
10823,A
10824,A
10825,A
10826,A
10827,A
10828,A
10829,A
10830,A
10831,C
10832,B
10833,A
10834,A
10835,A
10836,A
10837,A
10838,A
10839,B
10840,B
10841,C
10842,C
10843,A
10844,B
10845,C
10846,C
10847,A
10848,A
10849,C
10850,A
10851,A
10852,A
10853,A
10854,A
10855,A
10856,B
10857,A
10858,A
10859,A
10860,C
10861,C
10862,A
10863,A
10864,A
10865,A
10866,A
10867,C
10868,A
10869,C
10870,B
10871,A
10872,C
10873,C
10874,B
10875,A
10876,A
10877,B
10878,A
10879,A
10880,A
10881,A
10882,A
10883,C
10884,A
10885,C
10886,B
10887,A
10888,A
10889,A
10890,B
10891,C
10892,C
10893,C
10894,A
10895,C
10896,A
10897,B
10898,A
10899,C
10900,A
10901,A
10902,A
10903,A
10904,A
10905,A
10906,A
10907,A
10908,A
10909,A
10910,A
10911,A
10912,C
10913,A
10914,A
10915,C
10916,A
10917,B
10918,A
10919,C
10920,A
10921,A
10922,A
10923,A
10924,A
10925,A
10926,B
10927,A
10928,B
10929,B
10930,C
10931,A
10932,A
10933,B
10934,B
10935,A
10936,A
10937,B
10938,B
10939,C
10940,B
10941,A
10942,B
10943,A
10944,B
10945,C
10946,B
10947,A
10948,A
10949,C
10950,A
10951,A
10952,C
10953,A
10954,A
10955,A
10956,A
10957,A
10958,A
10959,A
10960,A
10961,C
10962,A
10963,A
10964,B
10965,A
10966,C
10967,B
10968,A
10969,A
10970,A
10971,A
10972,B
10973,A
10974,A
10975,A
10976,A
10977,A
10978,C
10979,A
10980,B
10981,C
10982,A
10983,C
10984,A
10985,A
10986,B
10987,A
10988,A
10989,C
10990,C
10991,C
10992,B
10993,B
10994,B
10995,C
10996,A
10997,B
10998,A
10999,B
11000,A
11001,C
11002,A
11003,A
11004,B
11005,A
11006,C
11007,A
11008,C
11009,A
11010,B
11011,A
11012,B
11013,B
11014,B
11015,B
11016,B
11017,C
11018,B
11019,A
11020,A
11021,C
11022,A
11023,A
11024,B
11025,C
11026,A
11027,A
11028,C
11029,C
11030,C
11031,A
11032,B
11033,B
11034,C
11035,B
11036,B
11037,A
11038,A
11039,B
11040,A
11041,A
11042,A
11043,A
11044,A
11045,A
11046,C
11047,C
11048,A
11049,A
11050,B
11051,C
11052,A
11053,A
11054,A
11055,A
11056,A
11057,C
11058,A
11059,A
11060,B
11061,A
11062,A
11063,A
11064,A
11065,B
11066,A
11067,B
11068,B
11069,B
11070,B
11071,A
11072,A
11073,A
11074,C
11075,A
11076,A
11077,A
11078,A
11079,A
11080,A
11081,C
11082,A
11083,A
11084,C
11085,A
11086,C
11087,A
11088,A
11089,A
11090,A
11091,A
11092,A
11093,A
11094,C
11095,A
11096,A
11097,A
11098,A
11099,A
11100,C
11101,A
11102,A
11103,B
11104,A
11105,A
11106,C
11107,B
11108,A
11109,A
11110,A
11111,A
11112,B
11113,A
11114,B
11115,B
11116,B
11117,A
11118,A
11119,A
11120,B
11121,B
11122,C
11123,A
11124,A
11125,A
11126,B
11127,A
11128,A
11129,C
11130,A
11131,B
11132,B
11133,A
11134,A
11135,A
11136,B
11137,A
11138,A
11139,C
11140,A
11141,B
11142,B
11143,A
11144,B
11145,A
11146,B
11147,C
11148,B
11149,B
11150,A
11151,A
11152,A
11153,B
11154,A
11155,C
11156,A
11157,C
11158,A
11159,A
11160,A
11161,A
11162,C
11163,A
11164,B
11165,B
11166,C
11167,A
11168,A
11169,A
11170,A
11171,A
11172,B
11173,A
11174,A
11175,B
11176,A
11177,A
11178,C
11179,B
11180,B
11181,C
11182,B
11183,A
11184,B
11185,A
11186,C
11187,C
11188,A
11189,A
11190,B
11191,C
11192,C
11193,C
11194,C
11195,A
11196,A
11197,B
11198,A
11199,A
11200,B
11201,B
11202,B
11203,C
11204,A
11205,B
11206,A
11207,A
11208,A
11209,A
11210,A
11211,C
11212,B
11213,A
11214,B
11215,C
11216,B
11217,C
11218,A
11219,B
11220,A
11221,B
11222,A
11223,B
11224,A
11225,A
11226,B
11227,A
11228,A
11229,C
11230,B
11231,A
11232,A
11233,A
11234,B
11235,B
11236,A
11237,A
11238,B
11239,A
11240,B
11241,B
11242,A
11243,B
11244,B
11245,A
11246,B
11247,A
11248,A
11249,B
11250,A
11251,C
11252,A
11253,B
11254,A
11255,A
11256,A
11257,A
11258,A
11259,A
11260,A
11261,A
11262,A
11263,A
11264,A
11265,A
11266,A
11267,A
11268,A
11269,A
11270,A
11271,A
11272,B
11273,C
11274,B
11275,A
11276,C
11277,A
11278,A
11279,A
11280,A
11281,A
11282,A
11283,A
11284,A
11285,A
11286,A
11287,C
11288,A
11289,B
11290,B
11291,A
11292,A
11293,A
11294,A
11295,B
11296,A
11297,A
11298,C
11299,C
11300,B
11301,C
11302,C
11303,A
11304,B
11305,A
11306,A
11307,A
11308,A
11309,C
11310,A
11311,A
11312,A
11313,B
11314,B
11315,A
11316,B
11317,C
11318,B
11319,C
11320,B
11321,C
11322,A
11323,C
11324,A
11325,C
11326,C
11327,C
11328,A
11329,A
11330,C
11331,A
11332,C
11333,A
11334,B
11335,A
11336,C
11337,A
11338,B
11339,C
11340,A
11341,A
11342,A
11343,A
11344,C
11345,B
11346,C
11347,A
11348,C
11349,A
11350,A
11351,A
11352,A
11353,A
11354,A
11355,A
11356,A
11357,A
11358,A
11359,A
11360,B
11361,B
11362,A
11363,A
11364,A
11365,A
11366,A
11367,C
11368,A
11369,A
11370,B
11371,C
11372,A
11373,B
11374,A
11375,A
11376,A
11377,A
11378,C
11379,B
11380,B
11381,A
11382,C
11383,C
11384,B
